date,oil_diff_target,RealInterestRate,CPI,DollarIndex,VIX,IndustryProduction,CPE,OilInventories,OPECProduction,OilProduction,TreasuryYield,FedFundsRate
2018-08-03,0.5200000000000102,0.1000079099999999,0.4490000000000123,-0.1559000000000026,-0.5499999999999989,0.6681000000000097,28.799999999999272,-1351.0,207.34516129032272,-100.0,-0.0299999999999998,0.0
2018-08-06,0.1599999999999966,0.1000079099999999,0.4490000000000123,0.2169999999999987,-0.370000000000001,0.6681000000000097,28.799999999999272,-1351.0,207.34516129032272,-100.0,-0.0100000000000002,0.0
2018-08-07,-2.25,0.1000079099999999,0.4490000000000123,-0.2531000000000034,-0.3399999999999998,0.6681000000000097,28.799999999999272,-1351.0,207.34516129032272,-100.0,0.04,0.0
2018-08-08,-0.1099999999999994,0.1000079099999999,0.4490000000000123,0.1651999999999986,-0.08,0.6681000000000097,28.799999999999272,-1351.0,207.34516129032272,-100.0,-0.02,0.0
2018-08-09,0.7999999999999972,0.1000079099999999,0.4490000000000123,0.2395000000000067,0.4199999999999999,0.6681000000000097,28.799999999999272,-1351.0,207.34516129032272,-100.0,-0.0299999999999998,0.0
2018-08-10,-0.3599999999999994,0.1000079099999999,0.4490000000000123,0.9198999999999984,1.8900000000000008,0.6681000000000097,28.799999999999272,6805.0,207.34516129032272,100.0,-0.06,0.0
2018-08-13,-0.2099999999999937,0.1000079099999999,0.4490000000000123,0.5504999999999995,1.6199999999999992,0.6681000000000097,28.799999999999272,6805.0,207.34516129032272,100.0,0.0099999999999997,0.0
2018-08-14,-1.970000000000013,0.1000079099999999,0.4490000000000123,-0.1929999999999978,-1.4699999999999989,0.6681000000000097,28.799999999999272,6805.0,207.34516129032272,100.0,0.0100000000000002,0.0
2018-08-15,0.3700000000000045,0.1000079099999999,0.4490000000000123,0.4946000000000055,1.33,0.6681000000000097,28.799999999999272,6805.0,207.34516129032272,100.0,-0.0300000000000002,0.0
2018-08-16,0.4900000000000091,0.1000079099999999,0.4490000000000123,-0.5110000000000099,-1.1900000000000013,0.6681000000000097,28.799999999999272,6805.0,207.34516129032272,100.0,0.0100000000000002,0.0
2018-08-17,0.5699999999999932,0.1000079099999999,0.4490000000000123,-0.1076999999999941,-0.8099999999999987,0.6681000000000097,28.799999999999272,-5836.0,207.34516129032272,100.0,0.0,0.0
2018-08-20,0.8199999999999932,0.1000079099999999,0.4490000000000123,-0.1835000000000093,-0.1500000000000003,0.6681000000000097,28.799999999999272,-5836.0,207.34516129032272,100.0,-0.0500000000000002,0.0
2018-08-21,0.5300000000000011,0.1000079099999999,0.4490000000000123,-0.4899999999999949,0.3699999999999992,0.6681000000000097,28.799999999999272,-5836.0,207.34516129032272,100.0,0.0300000000000002,0.0
2018-08-22,1.2800000000000011,0.1000079099999999,0.4490000000000123,-0.1974000000000018,-0.6099999999999994,0.6681000000000097,28.799999999999272,-5836.0,207.34516129032272,100.0,-0.0300000000000002,0.0
2018-08-23,0.5799999999999983,0.1000079099999999,0.4490000000000123,0.4301999999999992,0.1600000000000001,0.6681000000000097,28.799999999999272,-5836.0,207.34516129032272,100.0,0.0,0.0
2018-08-24,0.2600000000000051,0.1000079099999999,0.4490000000000123,-0.4946999999999946,-0.4199999999999999,0.6681000000000097,28.799999999999272,-2566.0,207.34516129032272,0.0,0.0,0.0
2018-08-27,-1.4299999999999926,0.1000079099999999,0.4490000000000123,-0.3264000000000067,0.1699999999999999,0.6681000000000097,28.799999999999272,-2566.0,207.34516129032272,0.0,0.0300000000000002,0.0
2018-08-28,1.1400000000000006,0.1000079099999999,0.4490000000000123,0.0722999999999984,0.3399999999999998,0.6681000000000097,28.799999999999272,-2566.0,207.34516129032272,0.0,0.0299999999999998,0.0
2018-08-29,0.5699999999999932,0.1000079099999999,0.4490000000000123,0.3017000000000109,-0.25,0.6681000000000097,28.799999999999272,-2566.0,207.34516129032272,0.0,0.0100000000000002,0.0
2018-08-30,-0.4099999999999966,0.1000079099999999,0.4490000000000123,0.443799999999996,1.2799999999999994,0.6681000000000097,28.799999999999272,-2566.0,207.34516129032272,0.0,-0.0300000000000002,0.0
